file_path|line_number|function_name|signature|description|inputs|return_type|status
src/reedcms/cli/router.rs|124|default|fn default() -> Self|No description|None|Self|active
src/reedcms/cli/router.rs|137|create_router|pub fn create_router() -> Router|Creates router with all command handlers registered.|None|Router|active
src/reedcms/cli/router_test.rs|12|test_handler_success|fn test_handler_success( _args: &[String], _flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|No description|_args: &[String]; _flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|cfg_test
src/reedcms/cli/router_test.rs|23|test_handler_error|fn test_handler_error( _args: &[String], _flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|No description|_args: &[String]; _flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|cfg_test
src/reedcms/cli/router_test.rs|35|test_router_register_and_route|fn test_router_register_and_route()|No description|None|()|cfg_test
src/reedcms/cli/router_test.rs|52|test_router_command_not_found|fn test_router_command_not_found()|No description|None|()|cfg_test
src/reedcms/cli/router_test.rs|71|test_router_help_interception|fn test_router_help_interception()|No description|None|()|cfg_test
src/reedcms/cli/router_test.rs|91|test_router_help_short_flag|fn test_router_help_short_flag()|No description|None|()|cfg_test
src/reedcms/cli/router_test.rs|111|test_router_multiple_handlers|fn test_router_multiple_handlers()|No description|None|()|cfg_test
src/reedcms/cli/router_test.rs|138|test_router_with_args|fn test_router_with_args()|No description|None|()|cfg_test
src/reedcms/cli/router_test.rs|154|test_router_with_flags|fn test_router_with_flags()|No description|None|()|cfg_test
src/reedcms/cli/router_test.rs|174|test_create_router_structure|fn test_create_router_structure()|No description|None|()|cfg_test
src/reedcms/cli/router_test.rs|184|test_router_different_namespaces|fn test_router_different_namespaces()|No description|None|()|cfg_test
src/reedcms/cli/router_test.rs|211|test_router_case_sensitive|fn test_router_case_sensitive()|No description|None|()|cfg_test
src/reedcms/cli/server_commands.rs|37|server_io|pub fn server_io( _args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Starts ReedCMS server in interactive mode.|_args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/server_commands.rs|105|server_start|pub fn server_start( _args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Starts server in background (daemon mode) with auto-stop of existing instances.|_args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/server_commands.rs|243|stop_server_by_pid|fn stop_server_by_pid(pid: &str) -> ReedResult<()>|Internal helper: Gracefully stops server by PID with SIGTERM and SIGKILL fallback.|pid: &str|ReedResult<()>|active
src/reedcms/cli/server_commands.rs|297|server_stop|pub fn server_stop( _args: &[String], _flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Stops running server.|_args: &[String]; _flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/server_commands.rs|393|server_restart|pub fn server_restart( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Restarts server (stop + start).|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/server_commands.rs|437|server_status|pub fn server_status( _args: &[String], _flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Check server status.|_args: &[String]; _flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/server_commands.rs|506|server_logs|pub fn server_logs( _args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|View server logs.|_args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/server_commands.rs|573|is_process_running|fn is_process_running(pid: &str) -> bool|Helper: Checks if process is running via kill -0 signal.|pid: &str|bool|active
src/reedcms/cli/taxonomy_commands.rs|36|create|pub fn create( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Creates a new taxonomy term.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/taxonomy_commands.rs|110|list|pub fn list(flags: &HashMap<String, String>) -> ReedResult<ReedResponse<String>>|Lists taxonomy terms.|flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/taxonomy_commands.rs|161|show|pub fn show(args: &[String]) -> ReedResult<ReedResponse<String>>|Shows detailed term information.|args: &[String]|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/taxonomy_commands.rs|213|search|pub fn search( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Searches taxonomy terms.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/taxonomy_commands.rs|294|update|pub fn update( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Updates a taxonomy term.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/taxonomy_commands.rs|380|delete|pub fn delete( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Deletes a taxonomy term.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/taxonomy_commands.rs|428|assign|pub fn assign( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Assigns taxonomy terms to an entity.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/taxonomy_commands.rs|490|unassign|pub fn unassign(args: &[String]) -> ReedResult<ReedResponse<String>>|Removes taxonomy term assignments from an entity.|args: &[String]|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/taxonomy_commands.rs|560|entities|pub fn entities( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Lists entities assigned to a taxonomy term.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/taxonomy_commands.rs|638|usage|pub fn usage(args: &[String]) -> ReedResult<ReedResponse<String>>|Shows taxonomy usage statistics.|args: &[String]|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/taxonomy_commands.rs|685|format_terms_table|fn format_terms_table(terms: &[TermInfo]) -> String|No description|terms: &[TermInfo]|String|active
src/reedcms/cli/taxonomy_commands.rs|709|format_entities_table|fn format_entities_table(entities: &[crate::reedcms::taxonomy::EntityTerms]) -> String|No description|entities: &[crate::reedcms::taxonomy::EntityTerms]|String|active
src/reedcms/cli/taxonomy_commands.rs|736|truncate|fn truncate(s: &str, max_len: usize) -> String|No description|s: &str; max_len: usize|String|active
src/reedcms/cli/taxonomy_commands_test.rs|10|make_flags|fn make_flags(pairs: &[(&str, &str)]) -> HashMap<String, String>|No description|pairs: &[(&str, &str|HashMap<String, String>|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|18|test_create_term_missing_args|fn test_create_term_missing_args()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|27|test_create_term_missing_category|fn test_create_term_missing_category()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|36|test_create_term_success|fn test_create_term_success()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|52|test_create_term_with_parent|fn test_create_term_with_parent()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|62|test_list_terms_no_filters|fn test_list_terms_no_filters()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|70|test_list_terms_with_category|fn test_list_terms_with_category()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|77|test_list_terms_root_only|fn test_list_terms_root_only()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|84|test_list_terms_json_format|fn test_list_terms_json_format()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|91|test_list_terms_csv_format|fn test_list_terms_csv_format()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|98|test_show_term_missing_args|fn test_show_term_missing_args()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|105|test_show_term|fn test_show_term()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|113|test_search_missing_query|fn test_search_missing_query()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|121|test_search_with_query|fn test_search_with_query()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|129|test_search_with_category|fn test_search_with_category()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|137|test_search_json_format|fn test_search_json_format()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|145|test_update_missing_args|fn test_update_missing_args()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|153|test_update_description|fn test_update_description()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|161|test_update_remove_parent|fn test_update_remove_parent()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|169|test_update_status|fn test_update_status()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|177|test_delete_missing_args|fn test_delete_missing_args()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|185|test_delete_term|fn test_delete_term()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|193|test_delete_with_force|fn test_delete_with_force()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|201|test_assign_missing_args|fn test_assign_missing_args()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|209|test_assign_invalid_entity_format|fn test_assign_invalid_entity_format()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|217|test_assign_single_term|fn test_assign_single_term()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|228|test_assign_multiple_terms|fn test_assign_multiple_terms()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|240|test_unassign_missing_args|fn test_unassign_missing_args()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|247|test_unassign_invalid_entity_format|fn test_unassign_invalid_entity_format()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|254|test_unassign_all_terms|fn test_unassign_all_terms()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|261|test_unassign_specific_terms|fn test_unassign_specific_terms()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|271|test_entities_missing_args|fn test_entities_missing_args()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|279|test_entities_list|fn test_entities_list()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|287|test_entities_filter_by_type|fn test_entities_filter_by_type()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|295|test_entities_json_format|fn test_entities_json_format()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|303|test_usage_missing_args|fn test_usage_missing_args()|No description|None|()|cfg_test
src/reedcms/cli/taxonomy_commands_test.rs|310|test_usage_statistics|fn test_usage_statistics()|No description|None|()|cfg_test
src/reedcms/cli/user_commands.rs|37|create_user|pub fn create_user( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Creates new user with flag-based input.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/user_commands.rs|125|list_users|pub fn list_users(flags: &HashMap<String, String>) -> ReedResult<ReedResponse<String>>|Lists users with optional filtering and formatting.|flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/user_commands.rs|168|show_user|pub fn show_user(args: &[String]) -> ReedResult<ReedResponse<String>>|Shows detailed user information.|args: &[String]|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/user_commands.rs|205|update_user|pub fn update_user( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Updates user profile data.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/user_commands.rs|265|delete_user|pub fn delete_user( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Deletes user with --force confirmation.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/user_commands.rs|311|change_password|pub fn change_password( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Changes user password.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/user_commands.rs|369|manage_roles|pub fn manage_roles( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Manages user roles (show/add/remove/set).|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/user_commands.rs|441|format_user_table|fn format_user_table(users: &[&UserInfo]) -> String|Formats user list as ASCII table.|users: &[&UserInfo]|String|active
src/reedcms/cli/user_commands.rs|468|format_user_json|fn format_user_json(users: &[&UserInfo]) -> String|Formats user list as JSON.|users: &[&UserInfo]|String|active
src/reedcms/cli/user_commands.rs|488|format_user_csv|fn format_user_csv(users: &[&UserInfo]) -> String|Formats user list as CSV.|users: &[&UserInfo]|String|active
src/reedcms/cli/user_commands.rs|505|format_user_details|fn format_user_details(user: &UserInfo) -> String|Formats single user details.|user: &UserInfo|String|active
src/reedcms/cli/user_commands_test.rs|13|cleanup_test_users|fn cleanup_test_users()|Cleanup test user data.|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|18|test_create_user_success|fn test_create_user_success()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|38|test_create_user_missing_username|fn test_create_user_missing_username()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|47|test_create_user_missing_email|fn test_create_user_missing_email()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|58|test_create_user_missing_password|fn test_create_user_missing_password()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|69|test_create_user_missing_roles|fn test_create_user_missing_roles()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|80|test_create_user_weak_password|fn test_create_user_weak_password()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|96|test_create_user_with_optional_fields|fn test_create_user_with_optional_fields()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|115|test_list_users_empty|fn test_list_users_empty()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|129|test_list_users_table_format|fn test_list_users_table_format()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|154|test_list_users_json_format|fn test_list_users_json_format()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|167|test_list_users_csv_format|fn test_list_users_csv_format()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|183|test_show_user_missing_username|fn test_show_user_missing_username()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|190|test_show_user_not_found|fn test_show_user_not_found()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|201|test_show_user_success|fn test_show_user_success()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|224|test_update_user_missing_username|fn test_update_user_missing_username()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|232|test_update_user_no_flags|fn test_update_user_no_flags()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|240|test_update_user_success|fn test_update_user_success()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|264|test_delete_user_missing_username|fn test_delete_user_missing_username()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|272|test_delete_user_missing_force|fn test_delete_user_missing_force()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|281|test_delete_user_success|fn test_delete_user_success()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|304|test_change_password_missing_username|fn test_change_password_missing_username()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|312|test_change_password_missing_new|fn test_change_password_missing_new()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|320|test_change_password_weak|fn test_change_password_weak()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|330|test_manage_roles_missing_username|fn test_manage_roles_missing_username()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|338|test_manage_roles_show|fn test_manage_roles_show()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|363|test_manage_roles_add|fn test_manage_roles_add()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|386|test_manage_roles_remove|fn test_manage_roles_remove()|No description|None|()|cfg_test
src/reedcms/cli/user_commands_test.rs|409|test_manage_roles_set|fn test_manage_roles_set()|No description|None|()|cfg_test
src/reedcms/cli/validation_commands.rs|34|validate_routes|pub fn validate_routes(flags: &HashMap<String, String>) -> ReedResult<ReedResponse<String>>|Validates route consistency.|flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/validation_commands.rs|209|validate_consistency|pub fn validate_consistency(_flags: &HashMap<String, String>) -> ReedResult<ReedResponse<String>>|Validates complete data consistency.|_flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/validation_commands.rs|322|validate_text|pub fn validate_text(flags: &HashMap<String, String>) -> ReedResult<ReedResponse<String>>|Validates text content for specific language.|flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/validation_commands.rs|468|validate_references|pub fn validate_references(_flags: &HashMap<String, String>) -> ReedResult<ReedResponse<String>>|Validates reference integrity.|_flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/validation_commands_test.rs|10|make_flags|fn make_flags(pairs: &[(&str, &str)]) -> HashMap<String, String>|No description|pairs: &[(&str, &str|HashMap<String, String>|cfg_test
src/reedcms/cli/validation_commands_test.rs|18|test_validate_routes_no_flags|fn test_validate_routes_no_flags()|No description|None|()|cfg_test
src/reedcms/cli/validation_commands_test.rs|26|test_validate_routes_with_fix|fn test_validate_routes_with_fix()|No description|None|()|cfg_test
src/reedcms/cli/validation_commands_test.rs|33|test_validate_consistency_no_flags|fn test_validate_consistency_no_flags()|No description|None|()|cfg_test
src/reedcms/cli/validation_commands_test.rs|40|test_validate_text_missing_language|fn test_validate_text_missing_language()|No description|None|()|cfg_test
src/reedcms/cli/validation_commands_test.rs|47|test_validate_text_with_language_de|fn test_validate_text_with_language_de()|No description|None|()|cfg_test
src/reedcms/cli/validation_commands_test.rs|54|test_validate_text_with_language_en|fn test_validate_text_with_language_en()|No description|None|()|cfg_test
src/reedcms/cli/validation_commands_test.rs|61|test_validate_text_with_language_fr|fn test_validate_text_with_language_fr()|No description|None|()|cfg_test
src/reedcms/cli/validation_commands_test.rs|68|test_validate_references_no_flags|fn test_validate_references_no_flags()|No description|None|()|cfg_test
src/reedcms/csv/read.rs|38|read_csv|pub fn read_csv<P: AsRef<Path>>(path: P) -> ReedResult<Vec<CsvRecord>>|Reads a pipe-delimited CSV file into a vector of CsvRecord.|path: P|ReedResult<Vec<CsvRecord>>|active
src/reedcms/csv/read_test.rs|10|create_test_file|fn create_test_file(content: &str) -> PathBuf|No description|content: &str|PathBuf|cfg_test
src/reedcms/csv/read_test.rs|16|cleanup_test_file|fn cleanup_test_file(path: &PathBuf)|No description|path: &PathBuf|()|cfg_test
src/reedcms/csv/read_test.rs|21|test_read_csv_basic|fn test_read_csv_basic()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|42|test_read_csv_no_description|fn test_read_csv_no_description()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|63|test_read_csv_skip_empty_lines|fn test_read_csv_skip_empty_lines()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|76|test_read_csv_skip_comments|fn test_read_csv_skip_comments()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|89|test_read_csv_mixed_formats|fn test_read_csv_mixed_formats()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|106|test_read_csv_file_not_found|fn test_read_csv_file_not_found()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|112|test_read_csv_invalid_format|fn test_read_csv_invalid_format()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|122|test_read_csv_empty_file|fn test_read_csv_empty_file()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|135|test_read_csv_only_comments|fn test_read_csv_only_comments()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|148|test_read_csv_whitespace_handling|fn test_read_csv_whitespace_handling()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|165|test_read_csv_performance_1000_rows|fn test_read_csv_performance_1000_rows()|No description|None|()|cfg_test
src/reedcms/csv/read_test.rs|192|test_read_csv_real_world_keys|fn test_read_csv_real_world_keys()|No description|None|()|cfg_test
src/reedcms/csv/record.rs|45|new|pub fn new(key: String, value: String, description: Option<String>) -> Self|Creates a new CSV record.|key: String; value: String; description: Option<String>|Self|active
src/reedcms/csv/record.rs|77|parse_row|pub fn parse_row(line: &str) -> ReedResult<CsvRecord>|Parses a pipe-delimited CSV row into a CsvRecord.|line: &str|ReedResult<CsvRecord>|active
src/reedcms/csv/record.rs|133|create_row|pub fn create_row(record: &CsvRecord) -> String|Creates a pipe-delimited CSV row from a CsvRecord.|record: &CsvRecord|String|active
src/reedcms/csv/record.rs|145|test_csv_record_new|fn test_csv_record_new()|No description|None|()|active
src/reedcms/csv/record.rs|158|test_csv_record_new_no_description|fn test_csv_record_new_no_description()|No description|None|()|active
src/reedcms/csv/record_test.rs|10|test_csv_record_new_with_description|fn test_csv_record_new_with_description()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|23|test_csv_record_new_without_description|fn test_csv_record_new_without_description()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|33|test_parse_row_three_fields|fn test_parse_row_three_fields()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|44|test_parse_row_two_fields|fn test_parse_row_two_fields()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|55|test_parse_row_with_whitespace|fn test_parse_row_with_whitespace()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|66|test_parse_row_empty_description|fn test_parse_row_empty_description()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|77|test_parse_row_one_field_error|fn test_parse_row_one_field_error()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|83|test_parse_row_empty_key_error|fn test_parse_row_empty_key_error()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|89|test_parse_row_whitespace_key_error|fn test_parse_row_whitespace_key_error()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|95|test_parse_row_empty_line_error|fn test_parse_row_empty_line_error()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|101|test_parse_row_with_pipes_in_value|fn test_parse_row_with_pipes_in_value()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|114|test_create_row_with_description|fn test_create_row_with_description()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|126|test_create_row_without_description|fn test_create_row_without_description()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|135|test_round_trip_with_description|fn test_round_trip_with_description()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|143|test_round_trip_without_description|fn test_round_trip_without_description()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|152|test_parse_row_performance|fn test_parse_row_performance()|No description|None|()|cfg_test
src/reedcms/csv/record_test.rs|169|test_create_row_performance|fn test_create_row_performance()|No description|None|()|cfg_test
src/reedcms/csv/write.rs|48|write_csv|pub fn write_csv<P: AsRef<Path>>(path: P, records: &[CsvRecord]) -> ReedResult<()>|Writes a vector of CsvRecord to a pipe-delimited CSV file atomically.|path: P; records: &[CsvRecord]|ReedResult<()>|active
src/reedcms/csv/write_test.rs|10|get_test_path|fn get_test_path() -> PathBuf|No description|None|PathBuf|cfg_test
src/reedcms/csv/write_test.rs|14|cleanup_test_file|fn cleanup_test_file(path: &PathBuf)|No description|path: &PathBuf|()|cfg_test
src/reedcms/csv/write_test.rs|21|test_write_csv_basic|fn test_write_csv_basic()|No description|None|()|cfg_test
src/reedcms/csv/write_test.rs|46|test_write_csv_no_description|fn test_write_csv_no_description()|No description|None|()|cfg_test
src/reedcms/csv/write_test.rs|63|test_write_csv_mixed_formats|fn test_write_csv_mixed_formats()|No description|None|()|cfg_test
src/reedcms/csv/write_test.rs|92|test_write_csv_empty_records|fn test_write_csv_empty_records()|No description|None|()|cfg_test
src/reedcms/csv/write_test.rs|106|test_write_csv_overwrite_existing|fn test_write_csv_overwrite_existing()|No description|None|()|cfg_test
src/reedcms/csv/write_test.rs|132|test_write_csv_atomic_no_temp_file_left|fn test_write_csv_atomic_no_temp_file_left()|No description|None|()|cfg_test
src/reedcms/csv/write_test.rs|150|test_write_csv_round_trip|fn test_write_csv_round_trip()|No description|None|()|cfg_test
src/reedcms/csv/write_test.rs|184|test_write_csv_performance_1000_rows|fn test_write_csv_performance_1000_rows()|No description|None|()|cfg_test
src/reedcms/csv/write_test.rs|212|test_write_csv_real_world_keys|fn test_write_csv_real_world_keys()|No description|None|()|cfg_test
src/reedcms/csv/write_test.rs|245|test_write_csv_concurrent_safety|fn test_write_csv_concurrent_safety()|No description|None|()|cfg_test
src/reedcms/filters/config.rs|32|make_config_filter|pub fn make_config_filter( ) -> impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|Creates config filter for MiniJinja.|None|impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|active
src/reedcms/filters/config.rs|73|convert_reed_error_to_jinja|fn convert_reed_error_to_jinja(err: ReedError, filter: &str, key: &str) -> minijinja::Error|Converts ReedError to MiniJinja Error with context.|err: ReedError; filter: &str; key: &str|minijinja::Error|active
src/reedcms/filters/meta.rs|30|make_meta_filter|pub fn make_meta_filter( ) -> impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|Creates meta filter for MiniJinja.|None|impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|active
src/reedcms/filters/meta.rs|52|convert_reed_error_to_jinja|fn convert_reed_error_to_jinja(err: ReedError, filter: &str, key: &str) -> minijinja::Error|Converts ReedError to MiniJinja Error with context.|err: ReedError; filter: &str; key: &str|minijinja::Error|active
src/reedcms/filters/route.rs|46|make_route_filter|pub fn make_route_filter( current_lang: String, ) -> impl Fn(&str, Option<&str>) -> Result<String, minijinja::Error> + Send + Sync + 'static|Creates route filter for MiniJinja.|current_lang: String|impl Fn(&str, Option<&str>) -> Result<String, minijinja::Error> + Send + Sync + 'static|active
src/reedcms/filters/route.rs|86|convert_reed_error_to_jinja|fn convert_reed_error_to_jinja(err: ReedError, filter: &str, key: &str) -> minijinja::Error|Converts ReedError to MiniJinja Error with context.|err: ReedError; filter: &str; key: &str|minijinja::Error|active
src/reedcms/filters/text.rs|42|make_text_filter|pub fn make_text_filter( current_lang: String, ) -> impl Fn(&str, Option<&str>) -> Result<String, minijinja::Error> + Send + Sync + 'static|Creates text filter for MiniJinja.|current_lang: String|impl Fn(&str, Option<&str>) -> Result<String, minijinja::Error> + Send + Sync + 'static|active
src/reedcms/filters/text.rs|80|convert_reed_error_to_jinja|fn convert_reed_error_to_jinja(err: ReedError, filter: &str, key: &str) -> minijinja::Error|Converts ReedError to MiniJinja Error with context.|err: ReedError; filter: &str; key: &str|minijinja::Error|active
src/reedcms/matrix/parse.rs|24|parse_modifiers|pub fn parse_modifiers(value: &str) -> (String, Vec<String>)|Parses modifiers from a value string.|value: &str|(String, Vec<String>)|active
